"Flume","Treatment","Type","Family","d15N","perc_N","d13C","perc_C","C_N","Concd15N","Concd13C"
"Flume 10","Control","Prey","Cicadellidae",2.4062,10.4045926714887,-26.9527333333333,48.414668633214,4.65320173137417,0.104045926714887,0.48414668633214
"Flume 10","Control","Prey","Cicadellidae",2.2852,10.4140628731864,-26.8537333333333,48.3938009105903,4.64696646255058,0.104140628731864,0.483938009105903
"Flume 11","ALAN + Crayfish","Prey","Cicadellidae",1.8132,9.6712639037182,-26.8257333333333,49.5525930330851,5.12369360679261,0.096712639037182,0.495525930330851
"Flume 11","ALAN + Crayfish","Prey","Cicadellidae",1.3312,9.38621215896079,-26.5347333333333,48.5862339094509,5.17634090159222,0.0938621215896079,0.485862339094509
"Flume 11","ALAN + Crayfish","Prey","Cicadellidae",1.5452,9.47357151110246,-26.8977333333333,49.3815628420174,5.21256030887033,0.0947357151110246,0.493815628420174
"Flume 12","Crayfish","Prey","Cicadellidae",-0.296799999999999,10.5045191906064,-25.9387333333333,48.1328107233992,4.58210507782611,0.105045191906064,0.481328107233992
"Flume 12","Crayfish","Prey","Cicadellidae",-0.0867999999999994,10.2968806080374,-25.8897333333333,48.0580834839552,4.66724684041131,0.102968806080374,0.480580834839552
"Flume 12","Crayfish","Prey","Cicadellidae",-0.139799999999999,10.2705584475379,-25.7417333333333,46.9291511104893,4.56928913361467,0.102705584475379,0.469291511104893
"Flume 13","Control","Prey","Cicadellidae",-0.138799999999999,10.0877333830363,-25.7297333333333,48.523806840505,4.810179353283,0.100877333830363,0.48523806840505
"Flume 13","Control","Prey","Cicadellidae",-0.204799999999999,10.1259257312709,-25.7257333333333,48.430446857312,4.78281671647553,0.101259257312709,0.48430446857312
"Flume 13","Control","Prey","Cicadellidae",-0.0347999999999994,10.3160252485893,-25.3437333333333,48.0629582496078,4.65905783394439,0.103160252485893,0.480629582496078
"Flume 14","ALAN + Crayfish","Prey","Cicadellidae",0.745200000000001,10.4976208014207,-26.7507333333333,47.5483731316157,4.52944281671718,0.104976208014207,0.475483731316157
"Flume 14","ALAN + Crayfish","Prey","Cicadellidae",0.8902,10.3956901054813,-26.6877333333333,47.6967806005682,4.5881302844358,0.103956901054813,0.476967806005682
"Flume 14","ALAN + Crayfish","Prey","Cicadellidae",0.916200000000001,10.4195353918344,-26.7767333333333,47.55303396303,4.56383439133924,0.104195353918344,0.4755303396303
"Flume 15","Crayfish","Prey","Cicadellidae",0.609200000000001,9.62911017239719,-27.9147333333333,49.3580857805592,5.12592388048992,0.0962911017239719,0.493580857805592
"Flume 15","Crayfish","Prey","Cicadellidae",0.696200000000001,9.48724443080773,-27.9007333333333,48.8543936389336,5.14948191703481,0.0948724443080773,0.488543936389336
"Flume 15","Crayfish","Prey","Cicadellidae",0.395200000000001,9.15686719557052,-27.7897333333333,47.305024981976,5.16607088119165,0.0915686719557052,0.47305024981976
"Flume 16","ALAN","Prey","Cicadellidae",2.0232,9.62988214496906,-27.7457333333333,48.2032610750038,5.00559200510949,0.0962988214496906,0.482032610750038
"Flume 16","ALAN","Prey","Cicadellidae",2.0192,9.40863317037894,-27.8597333333333,47.8227820768649,5.08286179414717,0.0940863317037894,0.478227820768649
"Flume 16","ALAN","Prey","Cicadellidae",2.1232,10.6520746522727,-27.7927333333333,53.2464547675992,4.9986933537157,0.106520746522727,0.532464547675992
"Flume 1","ALAN + Crayfish","Prey","Curculionidae",1.7092,9.93249299973701,-28.3437333333333,48.854694524512,4.91867394477958,0.09932492999737,0.48854694524512
"Flume 1","ALAN + Crayfish","Prey","Curculionidae",1.7312,10.1853745003417,-28.0677333333333,46.9428225365629,4.60884600119398,0.101853745003417,0.469428225365629
"Flume 1","ALAN + Crayfish","Prey","Curculionidae",1.7592,9.84349675858945,-28.3607333333333,48.4927359621341,4.92637292939821,0.0984349675858945,0.484927359621341
"Flume 2","Crayfish","Prey","Curculionidae",2.7682,9.92210881681962,-26.4777333333333,48.0447783316663,4.84219425715453,0.0992210881681962,0.480447783316663
"Flume 2","Crayfish","Prey","Curculionidae",2.4512,9.90736624489812,-26.5937333333333,47.7222356802247,4.81684380092435,0.0990736624489812,0.477222356802247
"Flume 2","Crayfish","Prey","Curculionidae",2.56908333333333,9.80561572811821,-26.4405,47.2930015967202,4.82305271877059,0.0980561572811821,0.472930015967202
"Flume 3","ALAN","Prey","Curculionidae",1.85408333333333,9.45107445896014,-26.8855,46.9478126937452,4.96745771050783,0.0945107445896014,0.469478126937452
"Flume 3","ALAN","Prey","Curculionidae",2.28708333333333,10.0295186136425,-26.6055,46.7324760032777,4.65949342171922,0.100295186136425,0.467324760032777
"Flume 3","ALAN","Prey","Curculionidae",2.14908333333333,9.62636707014368,-26.7165,47.0097942234451,4.88344085374083,0.0962636707014368,0.470097942234451
"Flume 4","Control","Prey","Curculionidae",1.73008333333333,9.83597216651727,-27.4635,47.5577091284609,4.83507967726389,0.0983597216651727,0.475577091284609
"Flume 4","Control","Prey","Curculionidae",1.91808333333333,9.67439524520366,-28.1335,0,0,0.0967439524520366,0
"Flume 4","Control","Prey","Curculionidae",1.66808333333333,10.1653676458919,-27.4235,47.176838839985,4.64093778832,0.101653676458919,0.47176838839985
"Flume 5","Crayfish","Prey","Curculionidae",2.02508333333333,9.94722721095417,-28.0535,46.5178858127627,4.67646760511672,0.0994722721095417,0.465178858127627
"Flume 5","Crayfish","Prey","Curculionidae",2.78208333333333,9.6478287070581,-28.0845,46.024522985539,4.7704539936399,0.096478287070581,0.46024522985539
"Flume 5","Crayfish","Prey","Curculionidae",2.79608333333333,9.34655734075144,-28.0375,45.0627256114793,4.82131804990953,0.0934655734075144,0.450627256114793
"Flume 6","ALAN","Prey","Curculionidae",1.43608333333333,10.1612388067019,-28.0095,46.7584267428026,4.60164627879457,0.101612388067019,0.467584267428026
"Flume 6","ALAN","Prey","Curculionidae",1.20108333333333,9.8895981116252,-28.0055,48.631535942977,4.91744309466031,0.098895981116252,0.48631535942977
"Flume 6","ALAN","Prey","Curculionidae",1.31608333333333,9.72442186990992,-27.9555,47.3994146116522,4.87426556002463,0.0972442186990992,0.473994146116522
"Flume 7","Control","Prey","Curculionidae",2.59308333333333,9.35731161519041,-26.7265,45.8228368736982,4.89700875188453,0.0935731161519041,0.458228368736982
"Flume 7","Control","Prey","Curculionidae",2.40408333333333,9.66238421880843,-26.7065,47.1896733902628,4.88385395588029,0.0966238421880843,0.471896733902628
"Flume 7","Control","Prey","Curculionidae",2.73208333333333,9.64041544402162,-26.6845,47.1683345378244,4.89276990309326,0.0964041544402162,0.471683345378244
"Flume 8","ALAN + Crayfish","Prey","Curculionidae",2.05908333333333,9.88451060691387,-27.8665,46.1665810549365,4.67059856485405,0.0988451060691387,0.461665810549365
"Flume 8","ALAN + Crayfish","Prey","Curculionidae",2.11808333333333,9.9616823506492,-27.6035,45.0717969128167,4.52451657524288,0.099616823506492,0.450717969128167
"Flume 8","ALAN + Crayfish","Prey","Curculionidae",2.47608333333333,10.0826981132308,-27.7255,45.7727904318515,4.5397362806873,0.100826981132308,0.457727904318515
"Flume 9","ALAN","Prey","Curculionidae",1.34108333333333,9.72767619191314,-27.7625,46.7217682385131,4.80297321958086,0.0972767619191314,0.467217682385131
"Flume 9","ALAN","Prey","Curculionidae",1.23008333333333,9.3503280852865,-27.9115,44.5732960350218,4.76703016498014,0.093503280852865,0.445732960350218
"Flume 9","ALAN","Prey","Curculionidae",1.59908333333333,9.93923282596949,-27.7875,46.8496413399044,4.71360739407316,0.0993923282596949,0.468496413399044
